Character	Comics
Lady Bullseye	Vengeance (2011) #2
Toad Men	Incredible Hulk (1962) #190
Toad Men	Incredible Hulk (1962) #191
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #61
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #87
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #88
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #89
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #90
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #110
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #111
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983) #127
Talisman (Elizabeth Twoyoungmen)	Doctor Strange, Sorcerer Supreme (1988) #55
Vermin (Edward Whelan)	Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)
Vermin (Edward Whelan)	Captain America (1968) #272
Vermin (Edward Whelan)	Peter Parker, the Spectacular Spider-Man (1976) #178
Vermin (Edward Whelan)	Peter Parker, the Spectacular Spider-Man (1976) #179
Vermin (Edward Whelan)	Peter Parker, the Spectacular Spider-Man (1976) #182
Vermin (Edward Whelan)	Peter Parker, the Spectacular Spider-Man (1976) #194
Vermin (Edward Whelan)	Peter Parker, the Spectacular Spider-Man (1976) #196
Vermin (Edward Whelan)	Wolverine (1988) #170
Vermin (Edward Whelan)	Wolverine (1988) #173
Spectrum	Avengers (1963) #227
Spectrum	Avengers (1963) #232
Spectrum	Avengers (1963) #249
Spectrum	Avengers (1963) #290
Spider-Man (2099)	Timestorm 2009/2099 (2009) #1
Iron Fist (Quan Yaozu)	Immortal Iron Fist (2006) #26
New Mutants	Astonishing Tales (2009) #1
New Mutants	Cable (2008) #24
New Mutants	Cable Classic Vol. 1 (Trade Paperback)
New Mutants	Essential X-Men Vol. 4 (All-New Edition) (Trade Paperback)
New Mutants	Golden Age Marvel Comics Omnibus Vol. 1 (Hardcover)
New Mutants	Marvel Fanfare (1982) #45
New Mutants	Marvel Masterworks: The Inhumans Vol. 1 (Hardcover)
New Mutants	Marvel Masterworks: The Inhumans Vol.1 (Hardcover)
New Mutants	Marvel Super Hero Squad (2009) #1
New Mutants	Marvel Visionaries: Chris Claremont (Hardcover)
New Mutants	New Mutants (1983) #1
New Mutants	New Mutants (2003) #1
New Mutants	New Mutants (2009) #1
New Mutants	New Mutants (2009) #1 (ROSS COVER)
New Mutants	New Mutants (2009) #1 (2ND PRINTING VARIANT)
New Mutants	New Mutants (2009) #1 (BENJAMIN VARIANT)
New Mutants	New Mutants (2009) #1 (MCLEOD VARIANT)
New Mutants	New Mutants (2003) #2
New Mutants	New Mutants (2009) #2
New Mutants	New Mutants (1983) #2
Scarlet Witch (Ultimate)	Ultimate Comics Spider-Man (2009) #150 (WRAPAROUND VARIANT)
Scarlet Witch (Ultimate)	Ultimate Comics X-Men (2010) #7
Scarlet Witch (Ultimate)	Ultimate Fallout (2011) #5
Scarlet Witch (Ultimate)	Ultimate Fallout (2011) #5 (Djurdjevic Variant)
Scarlet Witch (Ultimate)	Ultimate Power (2006) #1
Scarlet Witch (Ultimate)	Ultimate Power (2006) #1
Scarlet Witch (Ultimate)	Ultimate War (2003) #1
Scarlet Witch (Ultimate)	Ultimate War (2003) #2
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #1
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #2
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #6
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #12
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #22
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #26
Scarlet Witch (Ultimate)	Ultimate X-Men (2000) #64
Scarlet Witch (Ultimate)	Ultimate X-Men MGC (2011) #1
Scarlet Witch (Ultimate)	Ultimate X-Men Ultimate Collection Book 1 (Trade Paperback)
Scarlet Witch (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. 13: Magnetic North (Trade Paperback)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback)
Prism	Uncanny X-Men (1963) #240
Prism	Uncanny X-Men (1963) #241
Prism	X-Factor (1986) #38
Dinah Soar	Deadpool (1997) #10
Dinah Soar	Deadpool (1997) #11
Dinah Soar	G.L.a. (2005) #1
Dinah Soar	G.L.a.: Misassembled (Trade Paperback)
Trauma	Avengers: The Initiative (2007) #5
Trauma	Avengers: The Initiative (2007) #10
Trauma	Avengers: The Initiative (2007) #14
Trauma	Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT)
Trauma	Avengers: The Initiative (2007) #16
Trauma	Avengers: The Initiative (2007) #20
Trauma	Avengers: The Initiative (2007) #21
Trauma	Avengers: The Initiative (2007) #22
Trauma	Avengers: The Initiative (2007) #23
Trauma	Avengers: The Initiative (2007) #25
Trauma	Avengers: The Initiative (2007) #27 (70TH FRAME VARIANT)
Trauma	Avengers: The Initiative (2007) #28
Trauma	Avengers: The Initiative (2007) #29
Yellowjacket (Rita DeMara)	Chaos War: Avengers (Trade Paperback)
Yellowjacket (Rita DeMara)	Chaos War: Dead Avengers (2010) #1
Yellowjacket (Rita DeMara)	Chaos War: Dead Avengers (2010) #2
Runaways	Avengers Academy (2010) #27
Runaways	Civil War: Young Avengers & Runaways (Trade Paperback)
Runaways	Civil War: Young Avengers & Runaways (2006) #3
Runaways	Civil War: Young Avengers & Runaways (2006) #4
Runaways	Runaways (2005) #1
Runaways	Runaways (2008) #1
Runaways	Runaways (2003) #1
Runaways	Runaways (2005) #2
Runaways	Runaways (2003) #2
Runaways	Runaways (2008) #2
Runaways	Runaways (2005) #3
Runaways	Runaways (2003) #3
Runaways	Runaways (2008) #3
Runaways	Runaways (2005) #4
Runaways	Runaways (2003) #4
Runaways	Runaways (2008) #4
Runaways	Runaways (2005) #5
Runaways	Runaways (2003) #5
Runaways	Runaways (2008) #5
Runaways	Runaways (2005) #6
Human Torch	4 (2004) #11
Human Torch	4 (2004) #12
Human Torch	4 (2004) #20
Human Torch	4 Vol. 2: The Stuff of Nightmares (Trade Paperback)
Human Torch	Adam: Legend of the Blue Marvel (Trade Paperback)
Human Torch	Adam: Legend of the Blue Marvel (2008) #2
Human Torch	Alias (2003) #15
Human Torch	Alias Omnibus (Hardcover)
Human Torch	All-Winners Comics (1941) #1
Human Torch	All-Winners Comics (1941) #2
Human Torch	All-Winners Comics (1941) #3
Human Torch	All-Winners Comics (1941) #4
Human Torch	All-Winners Comics (1941) #5
Human Torch	All-Winners Comics (1941) #6
Human Torch	All-Winners Comics (1941) #7
Human Torch	All-Winners Comics (1941) #8
Human Torch	All-Winners Comics (1941) #9
Human Torch	All-Winners Comics (1941) #10
Human Torch	All-Winners Comics (1941) #11
Human Torch	All-Winners Comics (1941) #12
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #8
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #9 (THE WOMEN OF MARVEL)
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #10 (MARVEL KNIGHTS)
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #11 (X-MEN - AGE OF APOCALYPSE)
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #12 (SPIDER-MAN)
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #13 (TEAMS)
Blonde Phantom	Avengers 1959 (2011) #1
Blonde Phantom	Avengers 1959 (2011) #3
Blonde Phantom	Marvel Mystery Comics (1939) #84
Blonde Phantom	Marvel Mystery Comics (1939) #85
Blonde Phantom	Marvel Mystery Comics (1939) #86
Blonde Phantom	Marvel Mystery Comics (1939) #87
Blonde Phantom	Marvel Mystery Comics (1939) #88
Blonde Phantom	Marvel Mystery Comics (1939) #89
Blonde Phantom	Marvel Mystery Comics (1939) #90
Blonde Phantom	Marvel Mystery Comics (1939) #91
Blonde Phantom	Sub-Mariner Comics (1941) #25
Blonde Phantom	Sub-Mariner Comics (1941) #26
Blonde Phantom	Sub-Mariner Comics (1941) #27
Blonde Phantom	Sub-Mariner Comics (1941) #28
Blonde Phantom	Sub-Mariner Comics (1941) #30
Jimmy Woo	Agents of Atlas (2009) #1
Jimmy Woo	Agents of Atlas (2009) #4
Jimmy Woo	Agents of Atlas (2009) #5
Jimmy Woo	Agents of Atlas (2009) #5 (MCGUINNESS VARIANT)
Jimmy Woo	Fear Itself: The Home Front (2010) #2
Jimmy Woo	Fear Itself: The Home Front (2010) #4
Mystique	Cable (1993) #87
Mystique	Marvel Fanfare (1982) #40
Mystique	Marvel Super-Heroes (1992) #2
Mystique	Marvel Super-Heroes (1992) #11
Mystique	Ms. Marvel Vol. 6: Ascension (Trade Paperback)
Mystique	Mystic Comics 70th Anniversary Special (2009) #1 (MARTIN VARIANT)
Mystique	Mystique (2003) #1
Mystique	Mystique (2003) #2
Mystique	Mystique (2003) #3
Mystique	Mystique (2003) #4
Mystique	Mystique (2003) #5
Mystique	Mystique (2003) #6
Mystique	Mystique (2003) #7
Mystique	Mystique (2003) #8
Mystique	Mystique (2003) #9
Mystique	Mystique (2003) #10
Mystique	Mystique (2003) #11
Mystique	Mystique (2003) #12
Mystique	Mystique (2003) #13
Mystique	Mystique (2003) #14
Dormammu	Avengers (1963) #115
Dormammu	Defenders (2005) #3
Dormammu	Defenders: Indefensible (2005)
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #1
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #2
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #7
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #9
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #21
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #22
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #23
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #24
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #28
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #31
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #36
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #48
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #49
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #50
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #55
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #67
Dormammu	Doctor Strange, Sorcerer Supreme (1988) #72
Microbe	New Warriors (2005) #1
Microbe	New Warriors (2005) #6
Microbe	New Warriors: Reality Check (Trade Paperback)
Empath	New Mutants (1983) #31
Empath	New Mutants Classic Vol. 6 (Trade Paperback)
Empath	Uncanny X-Men (1963) #193
Empath	Uncanny X-Men (1963) #281
Empath	X-Force (1991) #32
Empath	X-Force (1991) #33
Empath	X-Force (1991) #34
Empath	X-Treme X-Men (2001) #31
Empath	X-Treme X-Men Vol. 6: Intifada (0000)
Avengers (Ultimate)	Ultimate Comics Avengers 3 (2010) #4
Avengers (Ultimate)	Ultimate Comics Avengers 3 (2010) #6
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #1
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #1 (2nd Printing Variant)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (2nd Printing Variant)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (HITCH VARIANT)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #3
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #3 (CHO VARIANT)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #3 (2nd Printing Variant)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #4
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #4 (HITCH VARIANT)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #5
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #6
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #6 (Hitch Variant)
Avengers (Ultimate)	Ultimate Comics Avengers Vs. New Ultimates (Hardcover)
Avengers (Ultimate)	Ultimate Comics Doom (2010) #1
Avengers (Ultimate)	Ultimate Comics Doom (2010) #2
Avengers (Ultimate)	ULTIMATE COMICS NEW ULTIMATES: THOR REBORN PREMIERE HC (Hardcover)
Avengers (Ultimate)	Ultimate X-Men (2000) #27
Shanna the She-Devil	Earth X (1999) #9
Shanna the She-Devil	Earth X (1999) #10
Shanna the She-Devil	Earth X (1999) #11
Shanna the She-Devil	Earth X (New (Trade Paperback)
Shanna the She-Devil	Ka-Zar (2010) #1
Shanna the She-Devil	Ka-Zar (2010) #4
Shanna the She-Devil	Marvel Comics Presents (1988) #13
Shanna the She-Devil	Marvel Comics Presents (1988) #68
Shanna the She-Devil	Marvel Comics Presents (1988) #69
Shanna the She-Devil	Marvel Comics Presents (1988) #70
Shanna the She-Devil	Marvel Comics Presents (1988) #71
Shanna the She-Devil	Marvel Comics Presents (1988) #72
Shanna the She-Devil	Marvel Comics Presents (1988) #73
Shanna the She-Devil	Marvel Comics Presents (1988) #74
Shanna the She-Devil	Marvel Comics Presents (1988) #75
Shanna the She-Devil	Marvel Comics Presents (1988) #76
Shanna the She-Devil	Marvel Comics Presents (1988) #77
Shanna the She-Devil	Marvel Comics Presents: Wolverine Vol. 4 (Trade Paperback)
Shanna the She-Devil	Marvel Fanfare (1982) #56
Shanna the She-Devil	Marvel Fanfare (1982) #57
Mr. Immortal	Deadpool (1997) #10
Mr. Immortal	Deadpool (1997) #11
Mr. Immortal	G.L.a. (2005) #1
Mr. Immortal	G.L.a.: Misassembled (Trade Paperback)
Jessica Jones	Alias (2003) #1
Jessica Jones	Alias (2003) #2
Jessica Jones	Alias (2003) #3
Jessica Jones	Alias (2003) #4
Jessica Jones	Alias (2003) #5
Jessica Jones	Alias (2003) #6
Jessica Jones	Alias (2003) #7
Jessica Jones	Alias (2003) #8
Jessica Jones	Alias (2003) #9
Jessica Jones	Alias (2003) #10
Jessica Jones	Alias (2003) #11
Jessica Jones	Alias (2003) #12
Jessica Jones	Alias (2003) #13
Jessica Jones	Alias (2003) #14
Jessica Jones	Alias (2003) #15
Jessica Jones	Alias (2003) #16
Jessica Jones	Alias (2003) #17
Jessica Jones	Alias (2003) #18
Jessica Jones	Alias Omnibus (Hardcover)
Jessica Jones	Amazing Spider-Man (1999) #601
Colossus	Age of Apocalypse: The Chosen (1995) #1
Colossus	Age of X: Universe (2011) #1
Colossus	Alpha Flight (1983) #17
Colossus	Alpha Flight (1983) #33
Colossus	Alpha Flight (1983) #61
Colossus	Amazing Spider-Man (1963) #161
Colossus	Astonishing X-Men (2004) #4
Colossus	Astonishing X-Men (2004) #5
Colossus	Astonishing X-Men (2004) #6
Colossus	Astonishing X-Men (2004) #8
Colossus	Astonishing X-Men (2004) #11
Colossus	Astonishing X-Men (2004) #12
Colossus	Astonishing X-Men (2004) #13
Colossus	Astonishing X-Men (2004) #14
Colossus	Astonishing X-Men (2004) #15
Colossus	Astonishing X-Men (2004) #16
Colossus	Astonishing X-Men (2004) #17
Colossus	Astonishing X-Men (2004) #18
Colossus	Astonishing X-Men (2004) #19
Colossus	Astonishing X-Men (2004) #19 (Variant)
X-Factor Investigations	X-Factor (2005) #200
X-Factor Investigations	X-Factor (2005) #227
Tyrannus	Fantastic Four (1998) #50
Tyrannus	Incredible Hulks (2009) #605 (DJURDJEVIC 70TH ANNIVERSARY VARIANT)
Tyrannus	Incredible Hulks (2009) #630
Tyrannus	Marvel Masterworks: The Incredible Hulk Vol.3 (Hardcover)
Tyrannus	Marvel Masterworks: The X-Men Vol. (Hardcover)
Tyrannus	Marvel Masterworks: The X-Men Vol. 4 (Hardcover)
Tyrannus	Tales to Astonish (1959) #81
Tyrannus	Uncanny X-Men (1963) #34
Tyrannus	Uncanny X-Men (1963) #43
Tyrannus	Uncanny X-Men (1963) #82
Prowler	Amazing Spider-Man (1963) #78
Prowler	Amazing Spider-Man (1963) #93
Prowler	Amazing Spider-Man (1963) #305
Prowler	Amazing Spider-Man (1963) #365
Prowler	Daredevil (1963) #313
Prowler	Marvel Masterworks: The Amazing Spider-Man Vol. 9 (Hardcover)
Prowler	Peter Parker, the Spectacular Spider-Man (1976) #47
Prowler	Peter Parker, the Spectacular Spider-Man (1976) #169
Prowler	Peter Parker, the Spectacular Spider-Man (1976) #170
Prowler	Spider-Man Legends Vol. II: Todd Mcfarlane Book I (Trade Paperback)
Prowler	Spider-Man Visionaries: Roger Stern Vol. 1 (Trade Paperback)
Prowler	X-Men (2004) #200
Prowler	X-Men (2004) #200 (Humberto Ramos Wraparound Variant)
Prowler	X-Men (2004) #200 (David Finch Gatefold Variant)
Prowler	X-Men: Endangered Species (Trade Paperback)
Firebird	Avengers (1998) #1
Firebird	Avengers (1998) #2
Firebird	Avengers (1998) #3
Firebird	Avengers (1998) #4
Firebird	Avengers (1998) #12
Firebird	Avengers (1998) #27
Firebird	Avengers (1998) #38
Firebird	Avengers (1998) #40
Firebird	Avengers (1998) #41
Firebird	Avengers (1998) #42
Firebird	Avengers (1998) #43
Firebird	Avengers (1998) #44
Firebird	Avengers (1998) #45
Firebird	Avengers (1998) #46
Firebird	Avengers (1998) #48
Firebird	Avengers (1998) #49
Firebird	Avengers (1998) #52
Firebird	Avengers (1998) #53
Firebird	Avengers (1998) #54
Firebird	Avengers (1998) #55
Illuminati	New Avengers (2013) #1 (Campbell Variant)
Illuminati	New Avengers: Illuminati (Trade Paperback)
Illuminati	New Avengers: Illuminati (2006) #1
Illuminati	New Avengers: Illuminati (2006) #2
Illuminati	New Avengers: Illuminati (2006) #3
Illuminati	New Avengers: Illuminati (2006) #5
Illuminati	New Avengers: Illuminati Premiere (Hardcover)
Illuminati	Secret Invasion: The Infiltration (Trade Paperback)
Frog-Man	Spider-Island: Avengers (2011) #1
Frog-Man	Spider-Man: New York Stories (Trade Paperback)
Beak	New X-Men (Hardcover)
Beak	New X-Men (2001) #117
Beak	New X-Men (2001) #119
Beak	New X-Men (2001) #125
Beak	New X-Men (2001) #126
Beak	New X-Men (2001) #131
Beak	New X-Men (2001) #135
Beak	New X-Men (2001) #136
Beak	New X-Men (2001) #137
Beak	New X-Men (2001) #138
Beak	New X-Men Vol. 2: Imperial (Trade Paperback)
Beak	New X-Men Vol. III: New Worlds (Trade Paperback)
Ghost Rider (Daniel Ketch)	Amazing Spider-Man (1999) #659
Ghost Rider (Daniel Ketch)	Amazing Spider-Man (1999) #659 (2nd Printing Variant)
Ghost Rider (Daniel Ketch)	Amazing Spider-Man (1999) #660
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1 (2nd Printing Variant)
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1 (Ff 50th Anniversary Variant)
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1 (Blank Cover Variant)
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1 (Immomen Variant)
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1 (Comicspro Variant)
Ghost Rider (Daniel Ketch)	Fear Itself (2010) #1 (Variant B)
Ghost Rider (Daniel Ketch)	Shadowland (2010) #5
Invisible Woman (Ultimate)	Marvel Zombies: Dead Days (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Comics Doom (2010) #2
Invisible Woman (Ultimate)	Ultimate Comics Doom (2010) #3
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #20
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #21
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #21 (variant cover)
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #30
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #31
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #32
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #33
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #38
Invisible Woman (Ultimate)	Ultimate Fantastic Four (2003) #39
Invisible Woman (Ultimate)	Ultimate Fantastic Four Vol. 4: Inhuman (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Fantastic Four Vol. 5: Crossover (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Fantastic Four Vol. 6: Frightful (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Fantastic Four Vol. 7: God War (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Fantastic Four Vol. 8: Devils (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Marvel Team-Up (2001) #9
Invisible Woman (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
Invisible Woman (Ultimate)	Ultimate Power (2006) #1
Shooting Star	Hulk Visionaries: Peter David Vol. 4 (Trade Paperback)
Shooting Star	Marvel Comics Presents (1988) #45
Secret Warriors	Secret Warriors (2008)
Secret Warriors	Secret Warriors (2008) #1
Secret Warriors	Secret Warriors (2008) #2
Secret Warriors	Secret Warriors (2008) #2 (CASELLI 2ND PRINTING VARIANT)
Secret Warriors	Secret Warriors (2008) #3
Secret Warriors	Secret Warriors (2008) #3
Secret Warriors	Secret Warriors (2008) #4
Secret Warriors	Secret Warriors (2008) #5
Secret Warriors	Secret Warriors (2008) #6
Secret Warriors	Secret Warriors (2008) #6 (70S DECADE VARIANT)
Secret Warriors	Secret Warriors (2008) #7
Secret Warriors	Secret Warriors (2008) #7 (70TH FRAME VARIANT)
Secret Warriors	Secret Warriors (2008) #8
Secret Warriors	Secret Warriors (2008) #9
Secret Warriors	Secret Warriors (2008) #10
Secret Warriors	Secret Warriors (2008) #11
Secret Warriors	Secret Warriors (2008) #12
Secret Warriors	Secret Warriors (2008) #13
Secret Warriors	Secret Warriors (2008) #13 (DEADPOOL VARIANT)
Secret Warriors	Secret Warriors (2008) #14
Betty Brant	Alias (2003) #10
Betty Brant	Alias Omnibus (Hardcover)
Betty Brant	Amazing Spider-Man (1999) #614
Betty Brant	Amazing Spider-Man (1999) #622
Betty Brant	Amazing Spider-Man (1999) #647 (MCNIVEN VARIANT)
Betty Brant	Amazing Spider-Man (1999) #654.1
Betty Brant	Amazing Spider-Man (1999) #655
Betty Brant	Amazing Spider-Man (1999) #655 (2nd Printing Variant)
Betty Brant	Amazing Spider-Man (1999) #665
Betty Brant	Amazing Spider-Man (1999) #665 (AMAZING SPIDER-MAN 665 I AM CAPTAIN AMERICA VARIANT)
Betty Brant	Amazing Spider-Man (1999) #666
Betty Brant	Amazing Spider-Man Annual (1964) #5
Betty Brant	Amazing Spider-Man Annual (1964) #16
Betty Brant	Avengers: The Initiative (2007) #7
Betty Brant	Marvel Masterworks: The Amazing Spider-Man Vol. 7 - (Hardcover)
Betty Brant	Venom (2011) #5 (2nd Printing Variant)
Nitro	Civil War: Wolverine (Trade Paperback)
Nitro	Civil War: X-Men (2011) #1
Nitro	Wolverine (2003) #43
Blade	Blade (2006) #1
Blade	Blade (2006) #2
Blade	Blade (2006) #3
Blade	Blade (2006) #4
Blade	Blade (2006) #5
Blade	Blade (2006) #5 (Bloody Variant)
Blade	Blade (2006) #6
Blade	Blade (2006) #7
Blade	Blade (2006) #8
